,bbox,id,maxDate,minDate,title,timePeriodsRange,area
6911,"36.196729, 32.849559, 36.20195, 32.854508",raphana,300,-30,Raphana,"-30.0,300.0",
6912,"36.196729, 32.849559, 36.20195, 32.854508",arpha,300,-30,Arpha,"-30.0,300.0",
6913,"36.196729, 32.849559, 36.20195, 32.854508",rhaepta,300,-30,Rhaepta,"-30.0,300.0",
6919,"35.528477, 32.405691, 35.528477, 32.405691",salem,640,-330,Salem,"-330.0,640.0",
6920,"35.528477, 32.405691, 35.528477, 32.405691",salumias,640,-330,Salumias,"-330.0,640.0",
6921,"35.528477, 32.405691, 35.528477, 32.405691",sedima,640,-330,Sedima,"-330.0,640.0",
6923,"35.190436, 32.276529, 35.190436, 32.276529",samaria,640,-750,Samaria,"-750.0,640.0",
6924,"35.190436, 32.276529, 35.190436, 32.276529",sebaste,640,300,Sebaste,"300.0,640.0",
6925,"35.190436, 32.276529, 35.190436, 32.276529",gabinia,-30,-330,Gabinia,"-330.0,-30.0",
6926,"35.190436, 32.276529, 35.190436, 32.276529",samerina,-540,-1000,Samerīna,"-1000.0,-540.0",
6927,"35.190436, 32.276529, 35.190436, 32.276529",samerna,-540,-1000,Samerna,"-1000.0,-540.0",
6928,"35.190436, 32.276529, 35.190436, 32.276529",samarna,-540,-720,Samarna,"-720.0,-540.0",
6929,"35.190436, 32.276529, 35.190436, 32.276529",samerinaya,-540,-1000,Samerīnāya,"-1000.0,-540.0",
6930,"35.190436, 32.276529, 35.190436, 32.276529",samernaya,-540,-1000,Samernāya,"-1000.0,-540.0",
6944,"35.5, 32.5, 36.0, 33.0",seleukeia,640,-330,Seleukeia,"-330.0,640.0",
6953,"35.371208, 33.560243, 35.375272, 33.560413",sidon,640,-750,Sidon,"-750.0,640.0",
6954,"35.371208, 33.560243, 35.375272, 33.560413",col-aurelia-pia,640,-750,Col. Aurelia Pia,"-750.0,640.0",
6956,"35.371208, 33.560243, 35.375272, 33.560413",sdn-cana,-330,-540,ṣdn,"-540.0,-330.0",
6957,"35.371208, 33.560243, 35.375272, 33.560413",sdn-phn,-330,-540,ṣdn,"-540.0,-330.0",
6958,"35.371208, 33.560243, 35.375272, 33.560413",sydon,1291,-1200,Sydon,"-1200.0,1291.0",
6960,"35.371208, 33.560243, 35.375272, 33.560413",saida-1,2000,-2600000,Ṣaidā,"-2600000.0,2000.0",
6961,"35.371208, 33.560243, 35.375272, 33.560413",saida-2,2000,-1200,Ṣaida,"-1200.0,2000.0",
6963,"35.371208, 33.560243, 35.375272, 33.560413",sidon-hbo,-540,-1200,Ṣidon,"-1200.0,-540.0",
6964,"35.371208, 33.560243, 35.375272, 33.560413",sidon-1,2000,-720,Sidon,"-720.0,2000.0",
6965,"35.371208, 33.560243, 35.375272, 33.560413",sidon-2,640,-2000,Sidōn,"-2000.0,640.0",
6966,"35.371208, 33.560243, 35.375272, 33.560413",sidunu,-540,-1344,Ṣidūnu,"-1344.0,-540.0",
6967,"35.371208, 33.560243, 35.375272, 33.560413",Colonia-Aur-Pia-S,640,-140,Colonia Aur. Pia S.,"-140.0,640.0",
6968,"35.371208, 33.560243, 35.375272, 33.560413",Colonia-Aurelia-Pia-S,226,-30,Colonia Aurelia Pia S.,"-30.0,226.0",
6970,"35.371208, 33.560243, 35.375272, 33.560413",sidunu-sehru,-540,-720,Ṣidūnu ṣehru,"-720.0,-540.0",
6971,"35.371208, 33.560243, 35.375272, 33.560413",sidunu-rabu,-540,-720,Ṣidūnu rabû,"-720.0,-540.0",
6972,"35.371208, 33.560243, 35.375272, 33.560413",sidunnu,-540,-720,Ṣidunnu,"-720.0,-540.0",
6973,"35.371208, 33.560243, 35.375272, 33.560413",sidunaja,-540,-1000,Ṣidūnāja,"-1000.0,-540.0",
6974,"35.371208, 33.560243, 35.375272, 33.560413",sidunnaja,-540,-720,Ṣidunnāja,"-720.0,-540.0",
6988,"34.963823, 32.817493, 34.963823, 32.817493",sykamina,640,-550,Sykamina,"-550.0,640.0",
6990,"34.963823, 32.817493, 34.963823, 32.817493",tall-abi-hawam,640,-2000,Tall Abī Ḥawām,"-2000.0,640.0",
6991,"34.963823, 32.817493, 34.963823, 32.817493",porphyreon,640,300,Porphyreōn,"300.0,640.0",
6993,"34.963823, 32.817493, 34.963823, 32.817493",tall-abu-hawwam,300,-2000,Tall Abū Hawwām,"-2000.0,300.0",
6997,"34.963823, 32.817493, 34.963823, 32.817493",castra-samaritanorum,640,300,Castra Samaritanorum,"300.0,640.0",
6998,"34.963823, 32.817493, 34.963823, 32.817493",calamon,640,300,Calamon,"300.0,640.0",
7000,"34.963823, 32.817493, 34.963823, 32.817493",hefa,2000,-3300,Ḥẹfȧ,"-3300.0,2000.0",
7003,"34.963823, 32.817493, 34.963823, 32.817493",tall-abu-hawwam-1,640,300,Tall Abū Ḥawwām,"300.0,640.0",
7004,"34.963823, 32.817493, 34.963823, 32.817493",hefa-l-2bfatiqa,640,-330,Ḥēfā l-ʿAtīqa,"-330.0,640.0",
7005,"34.963823, 32.817493, 34.963823, 32.817493",qast1ddra,850,-140,Qasṭǝrȧ,"-140.0,850.0",
7007,"34.963823, 32.817493, 34.963823, 32.817493",siqma,850,-330,Šiqmȧ,"-330.0,850.0",
7009,"34.963823, 32.817493, 34.963823, 32.817493",hirbat-kafr-as-samir,640,300,Ḫirbat Kafr as-Samīr,"300.0,640.0",
7010,"34.963823, 32.817493, 34.963823, 32.817493",siqma-1,300,-330,Šiqma,"-330.0,300.0",
7011,"34.963823, 32.817493, 34.963823, 32.817493",salmona,850,-330,Ṣalmonȧ,"-330.0,850.0",
7012,"34.963823, 32.817493, 34.963823, 32.817493",salmona-1,640,300,Salmonȧ,"300.0,640.0",
7013,"34.963823, 32.817493, 34.963823, 32.817493",tall-as-samak,2000,-1200,Tall as-Samak,"-1200.0,2000.0",
7014,"34.963823, 32.817493, 34.963823, 32.817493",sykaminon,-140,-330,Sykaminon,"-330.0,-140.0",
7015,"34.963823, 32.817493, 34.963823, 32.817493",sykaminos,640,-330,Sykaminos,"-330.0,640.0",
7019,"34.963823, 32.817493, 34.963823, 32.817493",haifa,2000,-18000,Ḥaifā,"-18000.0,2000.0",
7025,"35.0, 32.5, 35.5, 33.0",Thabor-M,640,-330,Thabor M.,"-330.0,640.0",
7042,"36.0, 33.0, 36.5, 33.5",trachonitis,640,-330, Trachonitis,"-330.0,640.0",
7043,"36.0, 33.0, 36.5, 33.5",trachon,640,-330, Trachon,"-330.0,640.0",
7044,"36.0, 32.5, 36.5, 33.0",trachones,300,-30,Trachones,"-30.0,300.0",
7047,"35.198329, 33.268071, 35.209358, 33.271624",tyrus,640,-550,Tyrus,"-550.0,640.0",
7048,"35.198329, 33.268071, 35.209358, 33.271624",col-septimia-severa,300,-30,Col. Septimia Severa,"-30.0,300.0",
7050,"35.198329, 33.268071, 35.209358, 33.271624",sur,2000,-2000,Ṣūr,"-2000.0,2000.0",
7053,"35.198329, 33.268071, 35.209358, 33.271624",surru,-540,-720,Ṣurru,"-720.0,-540.0",
7055,"35.198329, 33.268071, 35.209358, 33.271624",tyrus-lat,2000,-1200,Tyrus,"-1200.0,2000.0",
7056,"35.198329, 33.268071, 35.209358, 33.271624",tyrus-frk,2000,-1200,Tyrus,"-1200.0,2000.0",
7057,"35.198329, 33.268071, 35.209358, 33.271624",Colonia-Sept-T,640,-140,Colonia Sept. T.,"-140.0,640.0",
7058,"35.198329, 33.268071, 35.209358, 33.271624",Colonia-Septimia-T,640,-140,Colonia Septimia T.,"-140.0,640.0",
7059,"35.198329, 33.268071, 35.209358, 33.271624",Col-Septimia-T,300,-30,Col. Septimia T.,"-30.0,300.0",
7060,"35.198329, 33.268071, 35.209358, 33.271624",tyros,1204,-2000,Tyros,"-2000.0,1204.0",
7061,"35.198329, 33.268071, 35.209358, 33.271624",suru,-540,-1344,Ṣūru,"-1344.0,-540.0",
7062,"35.198329, 33.268071, 35.209358, 33.271624",sor,850,-1200,Ṣor,"-1200.0,850.0",
7064,"35.198329, 33.268071, 35.209358, 33.271624",surraja,-540,-1000,Ṣurrāja,"-1000.0,-540.0",
7069,"35.430797, 33.083028, 35.430797, 33.083028",yiron,640,-750,Yiron,"-750.0,640.0",
7070,"35.430797, 33.083028, 35.430797, 33.083028",iarion,640,-750,Iarion,"-750.0,640.0",
7071,"35.430797, 33.083028, 35.430797, 33.083028",keroe,640,-750,Keroe,"-750.0,640.0",
7072,"36.0, 33.5, 36.5, 34.0",zabadeoi,-30,-330,Zabadeoi,"-330.0,-30.0",
7140,"34.652079, 31.756038, 34.656061, 31.765635",ashdod,300,-330,Ashdod,"-330.0,300.0",
7141,"34.652079, 31.756038, 34.656061, 31.765635",azotos-mesogeios,640,300,Azotos Mesogeios,"300.0,640.0",
7142,"34.652079, 31.756038, 34.656061, 31.765635",azotos,640,-330,Azotos,"-330.0,640.0",
7143,"34.652079, 31.756038, 34.656061, 31.765635",hippenos,640,300,Hippenos,"300.0,640.0",
7148,"34.54556, 31.661963, 34.546334, 31.669994",ashqelon,640,-330,Ashqelon,"-330.0,640.0",
7149,"34.54556, 31.661963, 34.546334, 31.669994",ascalon,640,-330,Ascalon,"-330.0,640.0",
7152,"34.54556, 31.661963, 34.546334, 31.669994",askalon,550,-30,Askalon,"-30.0,550.0",
7154,"34.54556, 31.661963, 34.546334, 31.669994",peleia,640,300,Peleia,"300.0,640.0",
7156,"34.54556, 31.661963, 34.546334, 31.669994",al-magdal,2000,300,al-Maǧdal,"300.0,2000.0",
7157,"34.54556, 31.661963, 34.546334, 31.669994",Colonia-A,300,-30,Colonia A.,"-30.0,300.0",
7158,"34.54556, 31.661963, 34.546334, 31.669994",ask1ddlon,2000,-3300,Aškǝlon,"-3300.0,2000.0",
7160,"34.54556, 31.661963, 34.546334, 31.669994",sariphaia,640,300,Sariphaia,"300.0,640.0",
7166,"34.54556, 31.661963, 34.546334, 31.669994",2bfasqalan,2000,-1200,ʿAsqalān,"-1200.0,2000.0",
7168,"34.54556, 31.661963, 34.546334, 31.669994",asq1ddlon-hbo,2000,-6000,Ašqǝlon,"-6000.0,2000.0",
7169,"34.54556, 31.661963, 34.546334, 31.669994",asq1ddlon-hbbb,2000,-6000,Ašqǝlon,"-6000.0,2000.0",
7170,"34.54556, 31.661963, 34.546334, 31.669994",asq1ddlon-heb,2000,-6000,Ašqǝlon,"-6000.0,2000.0",
7171,"34.54556, 31.661963, 34.546334, 31.669994",asq1ddlon-barnea2bf,640,300,Ašqǝlon Barnẹaʿ,"300.0,640.0",
7172,"34.54556, 31.661963, 34.546334, 31.669994",diokletianoupolis,640,-30,Dioklētianoupolis,"-30.0,640.0",
7183,"34.790451, 31.24509, 34.840792, 31.250369",beer-sheva,640,-30,Beer Sheva,"-30.0,640.0",
7184,"34.790451, 31.24509, 34.840792, 31.250369",berosaba,640,-30,Berosaba,"-30.0,640.0",
7185,"34.790451, 31.24509, 34.840792, 31.250369",bersabe,640,-30,Bersabe,"-30.0,640.0",
7218,"34.5, 31.0, 35.0, 31.5",daroma,640,-330,Daroma,"-330.0,640.0",
7243,"34.0, 31.5, 34.5, 32.0",gaza,640,-330,Gaza,"-330.0,640.0",
7245,"34.0, 31.5, 34.5, 32.0",2bfazza-hbo,640,-1200,ʿAzzȧ,"-1200.0,640.0",
7246,"34.0, 31.5, 34.5, 32.0",2bfazza-hbbb,640,-1200,ʿAzzȧ,"-1200.0,640.0",
7247,"34.0, 31.5, 34.5, 32.0",Col-G,300,-30,Col. G.,"-30.0,300.0",
7248,"34.0, 31.5, 34.5, 32.0",gazza,2000,-3300,Ġazza,"-3300.0,2000.0",
7249,"34.0, 31.5, 34.5, 32.0",gazzat,-30,-540,Ġazzat,"-540.0,-30.0",
7250,"34.0, 31.5, 34.5, 32.0",gaza-lat,1291,-720,Gaza,"-720.0,1291.0",
7255,"34.0, 31.5, 34.5, 32.0",Colonia-G,300,-30,Colonia G.,"-30.0,300.0",
7262,"34.433158, 31.530845, 34.433158, 31.530845",gazaion-limen,640,-330,Gazaion Limen,"-330.0,640.0",
7263,"34.433158, 31.530845, 34.433158, 31.530845",constantia,640,300,Constantia,"300.0,640.0",
7264,"34.433158, 31.530845, 34.433158, 31.530845",neapolis,640,300,Neapolis,"300.0,640.0",
7275,"34.950537, 31.967821, 34.950537, 31.967821",hadid,640,-330,Hadid,"-330.0,640.0",
7276,"34.950537, 31.967821, 34.950537, 31.967821",addida,640,-330, Addida,"-330.0,640.0",
7277,"34.950537, 31.967821, 34.950537, 31.967821",adida,640,-330, Adida,"-330.0,640.0",
7278,"34.950537, 31.967821, 34.950537, 31.967821",aditha,640,-330,Aditha,"-330.0,640.0",
7283,"35.443871, 31.870028, 35.443881, 31.870065",hierichous,640,-330,Hierichous,"-330.0,640.0",
7284,"35.443871, 31.870028, 35.443881, 31.870065",hierico,640,-330,Hierico,"-330.0,640.0",
7285,"35.443871, 31.870028, 35.443881, 31.870065",tall-as-sultan,2000,300,Tall as-Sulṭān,"300.0,2000.0",
7287,"35.443871, 31.870028, 35.443881, 31.870065",ariha-1,2000,-18000,Arīḥā,"-18000.0,2000.0",
7291,"35.443871, 31.870028, 35.443881, 31.870065",2bfain-as-sultan,2000,300,ʿAin as-Sulṭān,"300.0,2000.0",
7292,"35.443871, 31.870028, 35.443881, 31.870065",ierichous,300,-330,Ierichous,"-330.0,300.0",
7293,"35.443871, 31.870028, 35.443881, 31.870065",iericho,640,-330,Ierichō,"-330.0,640.0",
7296,"35.443871, 31.870028, 35.443881, 31.870065",fons-helisaei,640,300,Fons Helisaei,"300.0,640.0",
7297,"35.443871, 31.870028, 35.443881, 31.870065",fons-helisaei-1,640,300,fons Helisaei,"300.0,640.0",
7298,"35.443871, 31.870028, 35.443881, 31.870065",hiericho,650,-30,Hierichō,"-30.0,650.0",
7299,"35.443871, 31.870028, 35.443881, 31.870065",hierichous-1,-140,-330,Hierichous,"-330.0,-140.0",
7300,"35.443871, 31.870028, 35.443881, 31.870065",y1ddriho-hbo,2000,-1200,Yǝriḥo,"-1200.0,2000.0",
7301,"35.443871, 31.870028, 35.443881, 31.870065",y1ddriho-hbbb,2000,-1200,Yǝriḥo,"-1200.0,2000.0",
7302,"35.443871, 31.870028, 35.443881, 31.870065",y1ddriho-heb,2000,-1200,Yǝriḥo,"-1200.0,2000.0",
7303,"35.443871, 31.870028, 35.443881, 31.870065",jericho-deu,1291,-18000,Jericho,"-18000.0,1291.0",
7304,"35.443871, 31.870028, 35.443881, 31.870065",jericho-lat,1291,-18000,Jericho,"-18000.0,1291.0",
7305,"35.443871, 31.870028, 35.443881, 31.870065",hagiou-elisaiou,640,300,hagiou Elisaiou,"300.0,640.0",
7306,"35.443871, 31.870028, 35.443881, 31.870065",hagiou-elisaiou-1,640,300,Hagiou Elisaiou,"300.0,640.0",
7313,"34.5, 31.0, 35.0, 31.5",idumaea,300,-330,Idumaea,"-330.0,300.0",
7314,"35.234156, 31.776679, 35.2353407, 31.7782502",ierusalem,640,-330,Ierusalem,"-330.0,640.0",
7315,"35.234156, 31.776679, 35.234156, 31.776679",hierosolyma,640,-330,Hierosolyma,"-330.0,640.0",
7316,"35.234156, 31.776679, 35.234156, 31.776679",col-aelia-capitolina,640,-330,Col. Aelia Capitolina,"-330.0,640.0",
7317,"35.234156, 31.776679, 35.234156, 31.776679",colonia-aelia-capitolina,300,-30,Colonia Aelia Capitolina,"-30.0,300.0",
7318,"35.234156, 31.776679, 35.234156, 31.776679",ailia,640,300,Ailia,"300.0,640.0",
7319,"35.234156, 31.776679, 35.234156, 31.776679",aelia-capitolina,640,-330,Aelia Capitolina,"-330.0,640.0",
7323,"35.234156, 31.776679, 35.234156, 31.776679",iliya2be,750,632,Īliyāʾ,"632.0,750.0",
7324,"35.234156, 31.776679, 35.234156, 31.776679",iliya,940,632,Īliyā,"632.0,940.0",
7327,"35.234156, 31.776679, 35.234156, 31.776679",bait-al-maqdis,1500,632,Bait al-Maqdis,"632.0,1500.0",
7329,"35.234156, 31.776679, 35.2353407, 31.7782502",jerusalem-deu,2000,-2000,Jerusalem,"-2000.0,2000.0",
7330,"35.234156, 31.776679, 35.2353407, 31.7782502",jerusalem-eng,2000,-2000,Jerusalem,"-2000.0,2000.0",
7331,"35.234156, 31.776679, 35.2353407, 31.7782502",ierousalem,640,-330,Ierousalēm,"-330.0,640.0",
7333,"35.234156, 31.776679, 35.2353407, 31.7782502",al-quds,2000,-3300,al-Quds,"-3300.0,2000.0",
7338,"35.234156, 31.776679, 35.2353407, 31.7782502",y1ddrusalayim-hbo,2000,-3300,Yǝrušȧlayim,"-3300.0,2000.0",
7339,"35.234156, 31.776679, 35.2353407, 31.7782502",y1ddrusalayim-heb,2000,-3300,Yǝrušȧlayim,"-3300.0,2000.0",
7343,"34.74774, 32.052436, 34.752119, 32.053722",ioppe,640,-330,Ioppe,"-330.0,640.0",
7344,"34.74774, 32.052436, 34.752119, 32.053722",yafo,640,-330,Yafo,"-330.0,640.0",
7345,"34.74774, 32.052436, 34.752119, 32.053722",iope,300,-30,Iope,"-30.0,300.0",
7348,"34.74774, 32.052436, 34.752119, 32.053722",flavia-ioppa,226,-30,Flavia Ioppa,"-30.0,226.0",
7354,"34.74774, 32.052436, 34.752119, 32.053722",iapha,300,-330,Iapha,"-330.0,300.0",
7356,"34.74774, 32.052436, 34.752119, 32.053722",yafa,2000,-1200,Yāfā,"-1200.0,2000.0",
7357,"34.74774, 32.052436, 34.752119, 32.053722",yafa-1,2000,-1200,Yāfā,"-1200.0,2000.0",
7362,"34.74774, 32.052436, 34.752119, 32.053722",yafo-hbbb,2000,-2000,Yȧfo,"-2000.0,2000.0",
7363,"34.74774, 32.052436, 34.752119, 32.053722",yafo-heb,2000,-2000,Yȧfo,"-2000.0,2000.0",
7372,"35.6191595, 33.1864496, 35.6191595, 33.1864496",jordan,2000,-2000,Jordan,"-2000.0,2000.0",
7374,"35.6191595, 33.1864496, 35.6191595, 33.1864496",nahr-al-urdunn,2000,-3300,Nahr al-Urdunn,"-3300.0,2000.0",
7376,"35.6191595, 33.1864496, 35.6191595, 33.1864496",al-urdunn,2000,-18000,al-Urdunn,"-18000.0,2000.0",
7384,"34.5, 31.5, 35.0, 32.0",iudaea,300,-330,Iudaea,"-330.0,300.0",
7385,"34.5, 31.5, 35.0, 32.0",ioudaia,300,-30,Ioudaia,"-30.0,300.0",
7397,"34.891688, 31.950908, 34.893068, 31.965599",lydda,640,-330,Lydda,"-330.0,640.0",
7398,"34.891688, 31.950908, 34.893068, 31.965599",diospolis,640,-330,Diospolis,"-330.0,640.0",
7399,"34.891688, 31.950908, 34.893068, 31.965599",georgioupolis,640,300,Georgioupolis,"300.0,640.0",
7408,"34.399245, 31.334516, 34.399245, 31.334516",maon,640,-330,Maon,"-330.0,640.0",
7409,"34.399245, 31.334516, 34.399245, 31.334516",menoeis,640,300,Menoeis,"300.0,640.0",
7410,"34.399245, 31.334516, 34.399245, 31.334516",castrum-moenoenum,640,300,Castrum Moenoenum,"300.0,640.0",
7424,"35.167596, 31.79224, 35.167596, 31.79224",moza,640,-330,Moza,"-330.0,640.0",
7425,"35.167596, 31.79224, 35.167596, 31.79224",ammaous,640,-330,Ammaous,"-330.0,640.0",
7426,"35.167596, 31.79224, 35.167596, 31.79224",kolonia,640,300,Kolonia,"300.0,640.0",
7427,"35.423661, 31.899805, 35.423663, 31.899818",naaran,640,-330,Na'aran,"-330.0,640.0",
7428,"35.423661, 31.899805, 35.423663, 31.899818",neara,640,-330,Neara,"-330.0,640.0",
7429,"35.423661, 31.899805, 35.423663, 31.899818",noorath,640,-330,Noorath,"-330.0,640.0",
7437,"34.5, 31.0, 35.0, 31.5",palaestina,640,-330,Palaestina,"-330.0,640.0",
7438,"34.930717, 32.104811, 34.934048, 32.116466",pegai,-30,-330,Pegai,"-330.0,-30.0",
7439,"34.930717, 32.104811, 34.934048, 32.116466",antipatris,640,-330,Antipatris,"-330.0,640.0",
7440,"34.930717, 32.104811, 34.934048, 32.116466",arethousa,640,-330,Arethousa,"-330.0,640.0",
7447,"33.796926, 31.111755, 33.796926, 31.111755",rhinocolura,640,-330,Rhinocolura,"-330.0,640.0",
7449,"33.796926, 31.111755, 33.796926, 31.111755",al-2bfaris,2000,-2000,al-ʿArīš,"-2000.0,2000.0",
7450,"33.796926, 31.111755, 33.796926, 31.111755",al-2bfaris-1,2000,-3300,al-ʿArīš,"-3300.0,2000.0",
7454,"33.796926, 31.111755, 33.796926, 31.111755",rhinokoloura,640,-540,Rhinokoloura,"-540.0,640.0",
7455,"33.796926, 31.111755, 33.796926, 31.111755",rhinokoroura,640,-330,Rhinokoroura,"-330.0,640.0",
7457,"34.5, 31.0, 35.0, 31.5",saltus-gerariticus,640,300,Saltus Gerariticus,"300.0,640.0",
7463,"34.5, 31.5, 35.0, 32.0",shephela,640,-30,Shephela,"-30.0,640.0",
7468,"34.9738148, 31.6824908, 34.9738148, 31.6824908",name.2017-07-14.1501233570,-550,-1200,Socho,"-1200.0,-550.0",
7469,"34.9738148, 31.6824908, 34.9738148, 31.6824908",sochoh,-550,-1200,Sochoh,"-1200.0,-550.0",
7470,"34.9738148, 31.6824908, 34.9738148, 31.6824908",sacha,-550,-1200,Sōchō,"-1200.0,-550.0",
7511,"-1.0, 49.0, 0.0, 50.0",baiocasses,640,-330,Baiocasses,"-330.0,640.0",
7512,"-1.0, 49.0, 0.0, 50.0",bodiocasses,640,-330,Bodiocasses,"-330.0,640.0",
7516,"-1.683395, 48.110829, -1.680388, 48.111582",condate-redonum,640,-30,Condate Redonum,"-30.0,640.0",
7518,"-1.683395, 48.110829, -1.680388, 48.111582",riedones,640,-330,Riedones,"-330.0,640.0",
7519,"-1.683395, 48.110829, -1.680388, 48.111582",redones,640,-330,Redones,"-330.0,640.0",
7526,"-2.169599, 48.48106, -2.1658756, 48.481442",fanum-martis,640,-30,Fanum Martis,"-30.0,640.0",
7527,"-2.169599, 48.48106, -2.1658756, 48.481442",civitas-coriosolitum,640,-30,Civitas Coriosolitum,"-30.0,640.0",
7528,"-2.169599, 48.48106, -2.1658756, 48.481442",coriosolitae,640,-330,Coriosolitae,"-330.0,640.0",
7530,"-4.486847, 48.389734, -4.486847, 48.389734",gesocribate,640,-30,Gesocribate,"-30.0,640.0",
7531,"-4.486847, 48.389734, -4.486847, 48.389734",osismis,640,300,Osismis,"300.0,640.0",
7532,"-4.486847, 48.389734, -4.486847, 48.389734",osismii,640,-330,Osismii,"-330.0,640.0",
7533,"-1.358329, 48.683522, -1.355406, 48.686506",ingena,300,-30,Ingena,"-30.0,300.0",
7534,"-1.358329, 48.683522, -1.355406, 48.686506",abrincas,640,300,Abrincas,"300.0,640.0",
7535,"-1.358329, 48.683522, -1.355406, 48.686506",civitas-abrincatum,640,300,Civitas Abrincatum,"300.0,640.0",
7536,"-1.358329, 48.683522, -1.355406, 48.686506",legedia,640,300,Legedia,"300.0,640.0",
7537,"-1.358329, 48.683522, -1.355406, 48.686506",abrincatui,640,-330,Abrincatui,"-330.0,640.0",
7568,"-1.0, 49.0, 0.0, 50.0",viducasses,640,-330,Viducasses,"-330.0,640.0",
7581,"35.5, 31.0, 36.0, 31.5",arnon,640,-30,Arnon,"-30.0,640.0",
7591,"35.5, 31.0, 36.0, 31.5",characmoba,640,-330,Characmoba,"-330.0,640.0",
7592,"35.5, 31.0, 36.0, 31.5",charakmoba,300,-330,Charakmōba,"-330.0,300.0",
7593,"35.5, 31.0, 36.0, 31.5",charakmoab,640,-330,Charakmōab,"-330.0,640.0",
7595,"35.5, 31.0, 36.0, 31.5",ma2bfab,750,632,Maʿāb,"632.0,750.0",
7596,"35.5, 31.0, 36.0, 31.5",charahmoba,300,-330,Charahmōba,"-330.0,300.0",
7597,"35.5, 31.0, 36.0, 31.5",charachmoba,640,300,Charachmōba,"300.0,640.0",
7598,"35.5, 31.0, 36.0, 31.5",charakmoab-1,640,-140,Charakmoab,"-140.0,640.0",
7602,"35.5, 31.0, 36.0, 31.5",al-karak,2000,-3300,al-Karak,"-3300.0,2000.0",
7604,"35.5, 31.0, 36.0, 31.5",dibon,640,-30,Dibon,"-30.0,640.0",
7629,"35.441944, 30.328611, 35.441944, 30.328611",petra,640,-330,Petra,"-330.0,640.0",
7630,"35.441944, 30.328611, 35.441944, 30.328611",al-gi,2000,300,al-Ǧī,"300.0,2000.0",
7631,"35.441944, 30.328611, 35.441944, 30.328611",reqem,300,-330,Reqem,"-330.0,300.0",
7632,"35.441944, 30.328611, 35.441944, 30.328611",Colonia-Antoniniana-P,226,-30,Colonia Antoniniana P.,"-30.0,226.0",
7633,"35.441944, 30.328611, 35.441944, 30.328611",Colonia-Ant-P,300,-30,Colonia Ant. P.,"-30.0,300.0",
7635,"35.441944, 30.328611, 35.441944, 30.328611",as-sal2bfa,-30,-540,as-Salʿa,"-540.0,-30.0",
7638,"35.441944, 30.328611, 35.441944, 30.328611",algi,640,300,Alǧī,"300.0,640.0",
7639,"35.441944, 30.328611, 35.441944, 30.328611",petra-2,2000,-2600000,Petra,"-2600000.0,2000.0",
7640,"35.441944, 30.328611, 35.441944, 30.328611",petra-3,650,-540,Petra,"-540.0,650.0",
7641,"35.441944, 30.328611, 35.441944, 30.328611",gaia,640,300,Gaia,"300.0,640.0",
7643,"35.441944, 30.328611, 35.441944, 30.328611",wadi-musa,2000,-330,Wādī Mūsā,"-330.0,2000.0",
7646,"35.926084, 31.930983, 35.9386886, 31.955128",philadelpheia,640,-330,Philadelpheia,"-330.0,640.0",
7648,"35.926084, 31.930983, 35.9386886, 31.955128",birta-tes-ammanitidos,300,-330,Birta tēs Ammanitidos,"-330.0,300.0",
7650,"35.926084, 31.930983, 35.9386886, 31.955128",birtha-tes-ammanitidos,300,-330,Birtha tēs Ammanitidos,"-330.0,300.0",
7667,"35.717666, 30.770346, 35.717666, 30.770346",thornia,640,-30,Thornia,"-30.0,640.0",
7668,"35.717666, 30.770346, 35.717666, 30.770346",thoana,640,-30, Thoana,"-30.0,640.0",
7669,"35.717666, 30.770346, 35.717666, 30.770346",thana,640,-30, Thana,"-30.0,640.0",
7709,"33.130332, 34.712174, 33.1438299, 34.712354",amathous,640,-550,Amathous,"-550.0,640.0",
7710,"33.130332, 34.712174, 33.1438299, 34.712354",cinyria,-550,-750,Cinyria,"-750.0,-550.0",
7711,"33.130332, 34.712174, 33.1438299, 34.712354",nuria,-540,-720,Nūria,"-720.0,-540.0",
7712,"33.130332, 34.712174, 33.1438299, 34.712354",qarth-adast,-550,-750,Qarth.adašt,"-750.0,-550.0",
7713,"33.130332, 34.712174, 33.1438299, 34.712354",qartihadasti,-540,-720,Qartihadasti,"-720.0,-540.0",
7714,"33.130332, 34.712174, 33.1438299, 34.712354",nure,-540,-720,Nūrê,"-720.0,-540.0",
7727,"32.5, 34.5, 33.0, 35.0",Apollo-Hylates-T,300,-750,"Apollo Hylates, T.","-750.0,300.0",
7731,"33.581129, 35.056263, 33.581129, 35.056263",Apollo-T,300,-750,"Apollo, T.","-750.0,300.0",
7732,"33.581129, 35.056263, 33.581129, 35.056263",aphrodite-golgia,300,-750,Aphrodite Golgia,"-750.0,300.0",
7733,"33.581129, 35.056263, 33.581129, 35.056263",Mychoia-T,300,-750,"Mychoia, T.","-750.0,300.0",
7748,"33.490691, 35.245772, 33.490691, 35.245772",chythroi,300,-750,Chythroi,"-750.0,300.0",
7749,"33.490691, 35.245772, 33.490691, 35.245772",chytroi,300,-750,Chytroi,"-750.0,300.0",
7750,"33.490691, 35.245772, 33.490691, 35.245772",kitrusi,-540,-720,Kitrusi,"-720.0,-540.0",
7756,"33.5, 34.5, 34.0, 35.0",Dades-Pr,300,-330,Dades Pr.,"-330.0,300.0",
